,開始時刻,終了時刻,左クリック,右クリック,打鍵回数,実行ファイル名,手動分類,候補1,候補2,候補3,自動推定,
,2013/05/22 17:39:51,2013/05/22 17:39:52,1,0,0,bcompare.exe:OVLYParser.cpp-revBASE.svn000.tmp.cpp <--> OVLYParser.cpp - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 17:39:52,2013/05/22 17:39:53,1,0,0,bcompare.exe:ConvertStrategy.cpp-revBASE.svn000.tmp.cpp <--> ConvertStrategy.cpp - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 17:39:53,2013/05/22 17:39:55,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 17:39:55,2013/05/22 17:39:58,3,0,0,tortoiseproc.exe:Commit - TortoiseSVN Finished!,テスト,テスト,プログラミング,,テスト,
,2013/05/22 17:39:58,2013/05/22 17:40:00,1,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 17:40:00,2013/05/22 17:40:44,2,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:40:44,2013/05/22 17:41:13,1,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:41:13,2013/05/22 17:44:20,5,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 17:46:52,2013/05/22 17:46:55,2,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 17:46:56,2013/05/22 17:47:18,2,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:47:18,2013/05/22 17:47:20,2,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 17:47:20,2013/05/22 17:47:21,0,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:47:21,2013/05/22 17:47:22,1,0,0,firefox.exe:前後是什?意思_日?在?翻?_前後的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:47:22,2013/05/22 17:47:23,1,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:47:23,2013/05/22 17:47:29,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 17:47:29,2013/05/22 17:48:05,4,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 17:48:05,2013/05/22 17:48:08,3,0,0,firefox.exe:前後是什?意思_日?在?翻?_前後的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:48:08,2013/05/22 17:50:44,13,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 17:50:44,2013/05/22 17:50:59,5,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 17:50:59,2013/05/22 17:51:01,1,0,0,firefox.exe:前後是什?意思_日?在?翻?_前後的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:51:01,2013/05/22 17:51:02,0,0,0,firefox.exe:Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:51:02,2013/05/22 17:51:17,1,0,25,firefox.exe:Seek mfc - Google Search - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:51:17,2013/05/22 17:52:15,1,0,0,firefox.exe:WINdows 消息定? - Google Search - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:52:15,2013/05/22 17:52:30,1,0,0,firefox.exe:windows消息定? - 一路前行 - 博客? - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:52:30,2013/05/22 17:52:35,2,0,0,firefox.exe:WINdows 消息定? - Google Search - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:52:35,2013/05/22 17:52:36,0,0,0,firefox.exe:Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:52:36,2013/05/22 17:53:14,2,0,0,"firefox.exe:VC知??文章-《Windows消息?程,》概要：本文主要包括以下内容： 1、??理解Windows的消息 2、通?一个??的Win32程序理解Windows消息 3、通?几个Win32程序?例?一?深入理解Windows消息 4、?列消息和非?列消息 5、WM_COMMAND和WM_NOTIFY 6、MFC的消息映射 7、消息反射机制 "" - Mozilla Firefox""",テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:53:14,2013/05/22 17:53:19,1,0,5,firefox.exe:WINdows 消息定? - Google Search - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:53:19,2013/05/22 17:53:21,1,0,0,firefox.exe:mfc 消息定? - Google Search - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:53:21,2013/05/22 17:53:22,0,0,0,firefox.exe:Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:53:22,2013/05/22 17:53:45,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:53:45,2013/05/22 17:54:14,2,0,16,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 17:54:15,2013/05/22 17:54:50,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 17:54:50,2013/05/22 17:54:51,1,0,0,ipmsg.exe:IPMsg,事務,事務,,,事務,
,2013/05/22 17:54:51,2013/05/22 17:54:52,2,0,0,ipmsg.exe:Receive Message +,事務,事務,,,事務,
,2013/05/22 17:54:52,2013/05/22 17:55:45,0,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 17:55:45,2013/05/22 17:57:05,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 17:57:05,2013/05/22 17:57:07,2,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,プログラミング,
,2013/05/22 17:57:07,2013/05/22 17:57:10,2,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 17:57:10,2013/05/22 17:57:11,0,0,1,devenv.exe:検索と置換,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 17:57:11,2013/05/22 17:57:58,6,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 17:57:58,2013/05/22 17:58:00,2,0,0,devenv.exe:検索と置換,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 17:58:00,2013/05/22 17:58:56,8,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 17:58:56,2013/05/22 17:59:06,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 17:59:06,2013/05/22 17:59:48,2,0,22,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 17:59:48,2013/05/22 17:59:53,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 17:59:53,2013/05/22 18:00:09,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:00:10,2013/05/22 18:00:12,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:00:35,2013/05/22 18:00:45,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:00:45,2013/05/22 18:00:47,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:00:47,2013/05/22 18:00:49,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:00:49,2013/05/22 18:03:10,29,1,62,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:03:10,2013/05/22 18:03:18,2,0,2,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:03:18,2013/05/22 18:04:45,16,0,51,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:04:45,2013/05/22 18:04:51,2,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:04:52,2013/05/22 18:05:46,1,0,12,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:05:46,2013/05/22 18:06:51,8,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:06:51,2013/05/22 18:06:52,0,0,1,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:06:52,2013/05/22 18:06:56,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:06:56,2013/05/22 18:06:59,3,0,0,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:06:59,2013/05/22 18:07:09,8,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:07:09,2013/05/22 18:07:11,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,プログラミング,テスト,文書作成・確認,,テスト,
,2013/05/22 18:07:11,2013/05/22 18:07:12,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:07:12,2013/05/22 18:07:33,1,0,0,firefox.exe:MFC中自定?消息 - Xulei - 博客? - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:07:33,2013/05/22 18:07:34,1,0,0,firefox.exe:mfc 消息定? - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:07:34,2013/05/22 18:08:51,11,0,2,"firefox.exe:VC知??文章-《Windows消息?程,》概要：本文主要包括以下内容： 1、??理解Windows的消息 2、通?一个??的Win32程序理解Windows消息 3、通?几个Win32程序?例?一?深入理解Windows消息 4、?列消息和非?列消息 5、WM_COMMAND和WM_NOTIFY 6、MFC的消息映射 7、消息反射机制 "" - Mozilla Firefox""",プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:08:51,2013/05/22 18:08:52,1,0,0,firefox.exe:Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:08:52,2013/05/22 18:09:01,2,0,0,firefox.exe:mfc 消息定? - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:09:01,2013/05/22 18:09:33,1,0,0,firefox.exe:??如何利用mfc定?自己的消息？ - CSDN?? - CSDN.NET - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:09:33,2013/05/22 18:09:49,2,0,22,firefox.exe:mfc 消息定? - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:09:49,2013/05/22 18:09:53,1,0,0,firefox.exe:mfc 消息?理函数 - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:09:53,2013/05/22 18:10:12,1,0,0,firefox.exe:MFC的消息?理函数 - CSDN?? - CSDN.NET - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:10:12,2013/05/22 18:10:17,1,0,9,firefox.exe:mfc 消息?理函数 - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:10:17,2013/05/22 18:10:28,1,0,0,firefox.exe:mfc 自定?消息?理函数 - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:10:28,2013/05/22 18:10:29,0,0,0,firefox.exe:Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:10:29,2013/05/22 18:10:47,0,0,0,firefox.exe:MFC中自由使用自定?消息 - xbgs - C++博客 - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:10:47,2013/05/22 18:11:07,1,0,0,firefox.exe:MFC中自由使用自定?消息 - xbgs - C++博客 - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:11:07,2013/05/22 18:11:15,2,0,0,firefox.exe:mfc 自定?消息?理函数 - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:11:15,2013/05/22 18:11:28,4,0,2,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:11:28,2013/05/22 18:11:31,1,0,3,firefox.exe:mfc 自定?消息?理函数 - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:11:31,2013/05/22 18:11:34,1,0,0,firefox.exe:WPARAM wParam, LPARAM lParam - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:11:34,2013/05/22 18:11:35,0,0,0,firefox.exe:Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:11:35,2013/05/22 18:12:59,1,0,0,firefox.exe:WPARAM_百度百科 - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:12:59,2013/05/22 18:13:17,2,0,6,firefox.exe:WPARAM wParam, LPARAM lParam - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:13:17,2013/05/22 18:13:20,1,0,0,firefox.exe:WPARAM wParam, LPARAM lParam mfc - Google Search - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:13:20,2013/05/22 18:13:22,0,0,0,firefox.exe:Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:13:22,2013/05/22 18:13:50,1,0,0,firefox.exe:MFC 消息中( WPARAM wParam,LPARAM lParam)包含信息 - Incremental Learning - 博客?道 - CSDN.NET - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:13:50,2013/05/22 18:13:55,1,0,0,explorer.exe:AIRS_OVLY_VC2005,プログラミング,,,,テスト,
,2013/05/22 18:13:55,2013/05/22 18:14:38,7,0,7,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:14:38,2013/05/22 18:14:40,0,0,4,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:14:40,2013/05/22 18:14:41,0,0,1,devenv.exe:Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:14:41,2013/05/22 18:14:50,1,0,8,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:14:50,2013/05/22 18:15:47,3,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:15:47,2013/05/22 18:17:10,4,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:17:10,2013/05/22 18:17:12,0,0,1,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:17:12,2013/05/22 18:19:49,18,0,26,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:19:49,2013/05/22 18:19:50,1,0,0,firefox.exe:MFC 消息中( WPARAM wParam,LPARAM lParam)包含信息 - Incremental Learning - 博客?道 - CSDN.NET - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:19:50,2013/05/22 18:19:56,3,0,5,firefox.exe:Google Translate - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:19:56,2013/05/22 18:20:48,18,0,26,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:15:47,2013/05/22 18:17:10,4,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:17:10,2013/05/22 18:17:12,0,0,1,devenv.exe:検索と置換,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:17:12,2013/05/22 18:19:49,18,0,26,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 18:19:49,2013/05/22 18:19:50,1,0,0,firefox.exe:MFC 消息中( WPARAM wParam,LPARAM lParam)包含信息 - Incremental Learning - 博客?道 - CSDN.NET - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト
,2013/05/22 18:19:50,2013/05/22 18:19:56,3,0,5,firefox.exe:Google Translate - Mozilla Firefox,プログラミング,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:19:56,2013/05/22 18:20:48,18,0,26,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,テスト,
,2013/05/22 11:20:05,2013/05/22 11:20:06,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 11:20:06,2013/05/22 11:20:08,1,0,0,airs_ovly.exe:AIRS for OVLY - 000010,テスト,テスト,,,テスト,
,2013/05/22 11:20:08,2013/05/22 11:20:32,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 11:20:32,2013/05/22 11:20:37,2,0,0,explorer.exe:release,テスト,,,,テスト,
,2013/05/22 11:20:37,2013/05/22 11:20:55,1,0,0,explorer.exe:ﾛｸﾞﾌｧｲﾙ,テスト,,,,テスト,
,2013/05/22 11:20:55,2013/05/22 11:20:58,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 11:20:58,2013/05/22 11:21:00,2,0,0,explorer.exe:ﾛｸﾞﾌｧｲﾙ,テスト,,,,テスト,
,2013/05/22 11:21:00,2013/05/22 11:22:05,2,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 11:22:05,2013/05/22 11:22:06,1,0,0,explorer.exe:ﾛｸﾞﾌｧｲﾙ,テスト,,,,テスト,
,2013/05/22 11:22:06,2013/05/22 11:22:13,4,1,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 11:22:13,2013/05/22 11:22:27,1,1,0,explorer.exe:TEST_CMD,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 11:22:27,2013/05/22 11:23:09,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 11:23:09,2013/05/22 11:25:03,14,1,15,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 11:25:03,2013/05/22 11:25:05,2,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 18:20:48,2013/05/22 18:21:05,3,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 18:21:05,2013/05/22 18:21:08,2,0,0,explorer.exe:AIRS_OVLY_VC2005,テスト,,,,テスト,
,2013/05/22 18:21:08,2013/05/22 18:21:16,3,0,0,explorer.exe:AIRSForOVLY,テスト,,,,テスト,
,2013/05/22 18:21:16,2013/05/22 18:21:20,2,0,0,explorer.exe:RV_PLANET,テスト,,,,テスト,
,2013/05/22 18:21:20,2013/05/22 18:21:29,4,0,0,explorer.exe:出力系,テスト,,,,テスト,
,2013/05/22 18:21:29,2013/05/22 18:21:33,1,0,0,devenv.exe:unknown,テスト,プログラミング,テスト,,テスト,
,2013/05/22 18:21:33,2013/05/22 18:21:39,6,0,0,explorer.exe:出力系,テスト,,,,テスト,
,2013/05/22 18:21:39,2013/05/22 18:21:44,3,0,1,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:21:44,2013/05/22 18:21:45,2,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 18:21:45,2013/05/22 18:21:46,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:21:46,2013/05/22 18:21:47,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 18:21:47,2013/05/22 18:21:48,1,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 18:21:48,2013/05/22 18:21:49,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:21:49,2013/05/22 18:21:50,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 18:21:50,2013/05/22 18:21:52,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:21:52,2013/05/22 18:21:54,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 18:21:54,2013/05/22 18:21:58,1,0,0,explorer.exe:Microsoft Development Environment [デザイン],テスト,,,,テスト,
,2013/05/22 18:21:58,2013/05/22 18:22:01,1,0,0,firefox.exe:Google Translate - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:22:01,2013/05/22 18:22:02,1,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 18:22:02,2013/05/22 18:22:03,0,0,0,excel.exe:新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 18:22:03,2013/05/22 18:22:04,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:22:04,2013/05/22 18:22:08,1,0,0,explorer.exe:Microsoft Development Environment [デザイン],テスト,,,,テスト,
,2013/05/22 18:22:08,2013/05/22 18:22:09,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 18:22:09,2013/05/22 18:22:10,1,0,0,explorer.exe:Microsoft Development Environment [デザイン],テスト,,,,テスト,
,2013/05/22 18:22:10,2013/05/22 18:22:11,0,0,0,firefox.exe:Google Translate - Mozilla Firefox,テスト,プログラミング,余暇,テスト,テスト,
,2013/05/22 18:22:11,2013/05/22 18:22:13,2,0,0,explorer.exe:Microsoft Development Environment [デザイン],テスト,,,,テスト,
,2013/05/22 18:22:13,2013/05/22 18:22:16,2,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 18:22:16,2013/05/22 18:22:18,2,0,0,taskpit.exe:WarningMessage,事務,事務,,,事務,
,2013/05/22 18:22:18,2013/05/22 18:22:19,1,0,0,explorer.exe:Program Manager,テスト,,,,事務,
,2013/05/22 18:22:21,2013/05/22 18:22:24,1,0,0,excel.exe:Microsoft Excel - 11_HLINE制御文変換.xls,テスト,,,,事務,
,2013/05/22 18:22:25,2013/05/22 18:22:34,3,0,2,excel.exe:Microsoft Excel - 11_HLINE制御文変換.xls,テスト,,,,プログラミング,
,2013/05/22 18:22:34,2013/05/22 18:22:35,1,0,0,firefox.exe:Google Translate - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:22:35,2013/05/22 18:22:38,0,0,3,firefox.exe:前後是什?意思_日?在?翻?_前後的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:22:38,2013/05/22 18:23:04,2,0,0,firefox.exe:括弧是什?意思_日?在?翻?_括弧的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:23:05,2013/05/22 18:23:09,4,0,0,excel.exe:Microsoft Excel - 11_HLINE制御文変換.xls,テスト,,,,プログラミング,
,2013/05/22 18:23:09,2013/05/22 18:23:32,5,0,0,devenv.exe:OJ - Microsoft Visual C++ [デザイン] - OJWorkThread.cpp,テスト,プログラミング,テスト,,プログラミング,
,2013/05/22 18:23:32,2013/05/22 18:23:34,1,0,0,firefox.exe:括弧是什?意思_日?在?翻?_括弧的翻?、含?、?音、用法、参考例句_?江小D日??典 - Mozilla Firefox,テスト,プログラミング,余暇,テスト,プログラミング,
,2013/05/22 18:23:34,2013/05/22 18:23:37,2,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:23:37,2013/05/22 18:23:38,1,0,0,explorer.exe:OJ - Microsoft Visual C++ [デザイン] - OJWorkThread.cpp,プログラミング,,,,プログラミング,
,2013/05/22 18:23:38,2013/05/22 18:23:39,1,0,0,explorer.exe:OJ - Microsoft Visual C++ [デザイン] - OJWorkThread.cpp (応答なし),プログラミング,,,,プログラミング,
,2013/05/22 18:23:39,2013/05/22 18:24:58,23,0,25,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:24:58,2013/05/22 18:25:00,1,0,0,devenv.exe:OJ - Microsoft Visual C++ [デザイン] - OJWorkThread.cpp,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:25:00,2013/05/22 18:25:02,1,0,0,devenv.exe:ファイル内の検索,プログラミング,プログラミング,,,プログラミング,
,2013/05/22 18:25:02,2013/05/22 18:25:15,3,0,2,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,プログラミング,プログラミング,テスト,,プログラミング,
,2013/05/22 18:25:15,2013/05/22 18:25:17,1,0,2,devenv.exe:ファイル内の検索,プログラミング,プログラミング,,,プログラミング,
