,開始時刻,終了時刻,左クリック,右クリック,打鍵回数,実行ファイル名,手動分類,候補1,候補2,候補3,自動推定,
,2013/05/22 14:41:32,2013/05/22 14:41:34,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:41:34,2013/05/22 14:41:38,2,0,0,notepad.exe:BBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:41:38,2013/05/22 14:41:42,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:41:43,2013/05/22 14:41:44,1,0,0,notepad.exe:BBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:41:44,2013/05/22 14:41:45,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:41:45,2013/05/22 14:41:54,1,0,0,excel.exe:Microsoft Excel - 15_定形パターン制御文(BBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:41:54,2013/05/22 14:44:46,1,0,0,notepad.exe:BBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:44:46,2013/05/22 14:44:48,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:44:49,2013/05/22 14:44:55,1,0,0,notepad.exe:BBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:44:55,2013/05/22 14:44:56,1,0,0,excel.exe:Microsoft Excel - 15_定形パターン制御文(BBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:44:56,2013/05/22 14:44:59,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:45:00,2013/05/22 14:45:22,1,0,0,excel.exe:Microsoft Excel - 15_定形パターン制御文(BBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:45:22,2013/05/22 14:45:23,0,0,0,excel.exe:Microsoft Excel - 15_定形パターン制御文(BBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:45:23,2013/05/22 14:45:28,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:45:28,2013/05/22 14:45:48,1,0,0,notepad.exe:BBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:45:48,2013/05/22 14:45:50,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:45:50,2013/05/22 14:45:53,1,0,0,excel.exe:Microsoft Excel - 15_定形パターン制御文(BBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:45:53,2013/05/22 14:45:55,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:45:55,2013/05/22 14:45:59,2,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:45:59,2013/05/22 14:46:01,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 14:46:01,2013/05/22 14:46:02,0,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:46:02,2013/05/22 14:46:24,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:46:24,2013/05/22 14:46:28,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:46:28,2013/05/22 14:46:30,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:46:30,2013/05/22 14:46:33,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:46:33,2013/05/22 14:46:35,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:46:35,2013/05/22 14:46:37,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:46:37,2013/05/22 14:46:41,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:46:41,2013/05/22 14:46:44,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:46:44,2013/05/22 14:46:55,3,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:46:55,2013/05/22 14:46:57,1,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 14:46:57,2013/05/22 14:46:59,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:46:59,2013/05/22 14:47:00,1,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 14:47:01,2013/05/22 14:47:04,2,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:47:04,2013/05/22 14:47:10,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:47:10,2013/05/22 14:47:42,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:47:42,2013/05/22 14:47:44,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:47:44,2013/05/22 14:47:48,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:47:48,2013/05/22 14:47:51,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:47:52,2013/05/22 14:47:55,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:47:55,2013/05/22 14:47:57,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:47:57,2013/05/22 14:48:45,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:48:45,2013/05/22 14:48:47,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:48:48,2013/05/22 14:48:59,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:48:59,2013/05/22 14:49:02,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:49:02,2013/05/22 14:49:10,2,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:49:10,2013/05/22 14:49:17,1,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:49:17,2013/05/22 14:49:20,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:49:20,2013/05/22 14:49:31,1,0,0,excel.exe:Microsoft Excel - 16_定形パターン制御文(LBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:49:31,2013/05/22 14:49:32,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:49:32,2013/05/22 14:49:34,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:49:34,2013/05/22 14:49:36,2,0,0,notepad.exe:LBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:49:36,2013/05/22 14:49:43,1,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:49:43,2013/05/22 14:49:46,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 14:49:46,2013/05/22 14:49:50,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 14:49:50,2013/05/22 14:49:51,0,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:49:51,2013/05/22 14:50:23,3,0,0,excel.exe:Microsoft Excel - 17_定形パターン制御文(RBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:55:23,2013/05/22 14:56:00,1,0,0,excel.exe:Microsoft Excel - 17_定形パターン制御文(RBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:56:00,2013/05/22 14:56:02,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:56:03,2013/05/22 14:56:29,2,0,0,excel.exe:Microsoft Excel - 17_定形パターン制御文(RBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:56:29,2013/05/22 14:56:33,1,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:56:33,2013/05/22 14:56:41,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:56:41,2013/05/22 14:56:45,1,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:56:45,2013/05/22 14:56:58,1,0,0,excel.exe:Microsoft Excel - 17_定形パターン制御文(RBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:56:58,2013/05/22 14:57:04,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:57:04,2013/05/22 14:57:11,2,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 14:57:11,2013/05/22 14:58:35,2,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:58:35,2013/05/22 14:58:45,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 14:58:45,2013/05/22 14:58:47,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:58:47,2013/05/22 14:58:49,1,1,0,excel.exe:Microsoft Excel - 17_定形パターン制御文(RBR)変換.xls,テスト,,,,テスト,
,2013/05/22 14:58:49,2013/05/22 14:58:50,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 14:58:50,2013/05/22 14:58:52,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 14:58:52,2013/05/22 15:00:24,2,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:00:24,2013/05/22 15:00:26,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:00:26,2013/05/22 15:00:29,2,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:00:29,2013/05/22 15:00:34,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 15:00:34,2013/05/22 15:00:35,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 15:00:35,2013/05/22 15:00:39,1,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:00:39,2013/05/22 15:00:41,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 15:00:41,2013/05/22 15:00:42,1,0,0,notepad.exe:RBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:00:42,2013/05/22 15:00:49,7,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:00:49,2013/05/22 15:01:02,3,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 15:01:02,2013/05/22 15:01:05,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:01:05,2013/05/22 15:01:06,0,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:01:06,2013/05/22 15:01:08,1,0,0,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 15:01:08,2013/05/22 15:01:17,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:01:17,2013/05/22 15:01:33,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:01:38,2013/05/22 15:02:07,2,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:02:07,2013/05/22 15:02:52,12,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:02:52,2013/05/22 15:03:02,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:03:02,2013/05/22 15:03:03,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:03:03,2013/05/22 15:03:09,2,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:03:09,2013/05/22 15:03:11,1,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 15:03:11,2013/05/22 15:03:12,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:03:12,2013/05/22 15:03:14,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:03:14,2013/05/22 15:03:17,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:03:17,2013/05/22 15:03:19,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:03:19,2013/05/22 15:03:32,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:03:32,2013/05/22 15:03:42,2,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:03:42,2013/05/22 15:03:49,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:03:49,2013/05/22 15:03:59,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:03:59,2013/05/22 15:04:01,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:04:01,2013/05/22 15:04:02,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:04:02,2013/05/22 15:04:04,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:04:04,2013/05/22 15:04:17,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:04:17,2013/05/22 15:04:22,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:04:22,2013/05/22 15:04:23,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:04:23,2013/05/22 15:04:25,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:04:25,2013/05/22 15:04:38,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:04:38,2013/05/22 15:04:41,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:04:41,2013/05/22 15:05:02,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:05:02,2013/05/22 15:05:05,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:05:05,2013/05/22 15:05:08,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:08,2013/05/22 15:05:15,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:05:15,2013/05/22 15:05:16,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:16,2013/05/22 15:05:19,1,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:05:19,2013/05/22 15:05:21,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:05:21,2013/05/22 15:05:22,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:22,2013/05/22 15:05:24,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:24,2013/05/22 15:05:25,2,0,0,bcompare.exe:ogl-srcdata* - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:25,2013/05/22 15:05:33,7,0,2,bcompare.exe:ogl-srcdata* - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:33,2013/05/22 15:05:40,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:40,2013/05/22 15:05:45,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:05:45,2013/05/22 15:05:50,4,0,0,explorer.exe:SRC,テスト,,,,テスト,
,2013/05/22 15:05:50,2013/05/22 15:05:52,1,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:05:52,2013/05/22 15:05:58,3,0,1,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:05:58,2013/05/22 15:05:59,1,0,0,devenv.exe:Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:05:59,2013/05/22 15:06:00,0,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:00,2013/05/22 15:06:03,0,0,0,devenv.exe:AIRS_OVLY (実行中) - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:03,2013/05/22 15:06:09,1,0,7,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:06:09,2013/05/22 15:06:10,1,0,0,airs_ovly.exe:AIRS for OVLY - 000010,テスト,テスト,,,テスト,
,2013/05/22 15:06:10,2013/05/22 15:06:14,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:06:14,2013/05/22 15:06:15,1,0,0,explorer.exe:スタート メニュー,テスト,,,,テスト,
,2013/05/22 15:06:15,2013/05/22 15:06:17,0,0,0,notepad.exe:無題 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:06:17,2013/05/22 15:06:18,1,0,0,devenv.exe:AIRS_OVLY (デバッグ中) - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:18,2013/05/22 15:06:19,2,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:06:19,2013/05/22 15:06:21,1,0,0,notepad.exe:無題 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:06:21,2013/05/22 15:06:26,5,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:06:26,2013/05/22 15:06:28,2,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:06:29,2013/05/22 15:06:31,1,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:06:31,2013/05/22 15:06:37,6,0,0,devenv.exe:AIRS_OVLY (デバッグ中) - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:37,2013/05/22 15:06:38,1,0,0,devenv.exe:Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:38,2013/05/22 15:06:40,0,0,1,devenv.exe:AIRS_OVLY (デバッグ中) - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:06:40,2013/05/22 15:06:45,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:06:45,2013/05/22 15:06:48,1,0,0,airs_ovly.exe:AIRS for OVLY - 000010,テスト,テスト,,,テスト,
,2013/05/22 15:06:48,2013/05/22 15:06:56,3,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:06:56,2013/05/22 15:06:57,1,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:06:57,2013/05/22 15:06:58,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:06:58,2013/05/22 15:07:07,2,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:07:07,2013/05/22 15:07:08,1,0,0,bcompare.exe:確認,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:07:08,2013/05/22 15:07:19,1,0,0,bcompare.exe:ogl-srcdata - テキストの比較 - Beyond Compare,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:07:19,2013/05/22 15:07:23,1,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:07:23,2013/05/22 15:07:26,2,0,2,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:07:26,2013/05/22 15:07:27,1,0,0,airs_ovly.exe:AIRS for OVLY - 000010,テスト,テスト,,,テスト,
,2013/05/22 15:07:27,2013/05/22 15:07:31,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:07:31,2013/05/22 15:07:35,3,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:07:35,2013/05/22 15:07:37,1,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:07:37,2013/05/22 15:07:41,3,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:07:41,2013/05/22 15:07:49,3,0,3,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:07:49,2013/05/22 15:07:54,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:07:54,2013/05/22 15:07:56,1,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:07:56,2013/05/22 15:07:57,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:07:57,2013/05/22 15:08:00,1,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:08:00,2013/05/22 15:08:01,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:08:01,2013/05/22 15:08:02,1,0,0,devenv.exe:AIRS_OVLY (実行中) - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:08:02,2013/05/22 15:08:03,1,0,0,explorer.exe:Program Manager,テスト,,,,テスト,
,2013/05/22 15:08:03,2013/05/22 15:08:15,0,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:08:15,2013/05/22 15:08:18,1,0,0,explorer.exe:unknown,テスト,,,,テスト,
,2013/05/22 15:08:18,2013/05/22 15:08:23,3,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:08:23,2013/05/22 15:08:34,3,0,3,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:08:34,2013/05/22 15:08:36,1,0,0,notepad.exe:ogl-srcdata - メモ帳,テスト,,,,テスト,
,2013/05/22 15:08:36,2013/05/22 15:08:37,1,0,0,airs_ovly.exe:AIRS for OVLY,テスト,テスト,,,テスト,
,2013/05/22 15:08:37,2013/05/22 15:08:41,2,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:08:41,2013/05/22 15:08:49,5,1,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:08:49,2013/05/22 15:08:53,2,0,0,explorer.exe:解析ルート,テスト,,,,テスト,
,2013/05/22 15:08:53,2013/05/22 15:09:37,7,1,2,explorer.exe:OVLYConverter,テスト,,,,テスト,
,2013/05/22 15:09:37,2013/05/22 15:09:38,1,0,0,notepad.exe:UBR1 - メモ帳,テスト,,,,テスト,
,2013/05/22 15:09:38,2013/05/22 15:09:42,2,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:09:42,2013/05/22 15:09:44,1,0,0,explorer.exe:OVLYConverter,テスト,,,,テスト,
,2013/05/22 15:09:44,2013/05/22 15:09:48,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 15:09:48,2013/05/22 15:10:01,2,0,0,excel.exe:Microsoft Excel - 22_FRAME(UBR)制御文変換.xls,テスト,,,,テスト,
,2013/05/22 15:10:01,2013/05/22 15:10:04,2,0,0,excel.exe:Microsoft Excel - 18_定形パターン制御文(UBR)変換.xls,テスト,,,,テスト,
,2013/05/22 15:10:04,2013/05/22 15:10:05,1,0,0,excel.exe:Microsoft Excel - 22_FRAME(UBR)制御文変換.xls,テスト,,,,テスト,
,2013/05/22 15:10:05,2013/05/22 15:10:06,1,0,0,excel.exe:Microsoft Excel - テスト仕様書一覧.xls,テスト,テスト,文書作成・確認,,テスト,
,2013/05/22 15:10:06,2013/05/22 15:10:16,2,0,0,explorer.exe:OGL_変換仕様書,テスト,,,,テスト,
,2013/05/22 15:10:16,2013/05/22 15:10:18,1,0,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
,2013/05/22 15:10:18,2013/05/22 15:10:25,3,0,2,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 15:10:25,2013/05/22 15:11:03,2,0,4,excel.exe:Microsoft Excel - 新規Microsoft Excel ワークシート.xls,テスト,,,,テスト,
,2013/05/22 15:11:03,2013/05/22 15:11:11,3,1,0,devenv.exe:AIRS_OVLY - Microsoft Visual Studio,テスト,プログラミング,テスト,,テスト,
