タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
調査　;2013/05/22 13:59:22;2013/05/22 13:59:24;2;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 13:59:24;2013/05/22 13:59:26;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
trac　;2013/05/22 13:59:26;2013/05/22 13:59:31;2;0;0;iexplore.exe:#3089 (パラグラフ対応後にフローチャートへ遷移できない場合がある) ? Solution - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 13:59:31;2013/05/22 13:59:41;1;0;9;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 13:59:41;2013/05/22 13:59:57;3;0;1;iexplore.exe:淘宝网 - 淘！我喜? - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 13:59:57;2013/05/22 14:00:31;2;0;8;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:00:31;2013/05/22 14:00:44;2;1;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 14:00:44;2013/05/22 14:00:45;1;0;0;explorer.exe:本社;余暇;;;;余暇
調査　;2013/05/22 14:00:45;2013/05/22 14:01:11;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;余暇
ブラウザ;2013/05/22 14:01:11;2013/05/22 14:01:13;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:01:13;2013/05/22 14:01:26;3;1;0;iexplore.exe:A4?志册-??宝宝 DIY 个性定制 40?（成??念/??日?） - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:01:26;2013/05/22 14:01:49;3;1;0;iexplore.exe:首?-民星?代个性?志影像店-- 淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:01:49;2013/05/22 14:02:14;1;0;0;iexplore.exe:diy个性?意相册/制作/定制/影楼相册/?志相册/?念册/宝宝相册-淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:02:14;2013/05/22 14:02:16;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 14:02:16;2013/05/22 14:02:56;1;0;0;explorer.exe:本社;余暇;;;;余暇
ブラウザ;2013/05/22 14:02:56;2013/05/22 14:02:57;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
trac　;2013/05/22 14:02:57;2013/05/22 14:03:18;2;0;0;iexplore.exe:#3095 (一括書き出しでコンボボックスの入力と件数表示の動作を統一する) ? Solution - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 14:03:18;2013/05/22 14:03:19;1;0;0;explorer.exe:本社;事務;;;;余暇
ファイル操作;2013/05/22 14:03:19;2013/05/22 14:03:34;4;0;0;explorer.exe:unknown;事務;;;;余暇
エクセル;2013/05/22 14:03:34;2013/05/22 14:04:04;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;事務;;;;余暇
ファイル操作;2013/05/22 14:04:04;2013/05/22 14:04:05;1;0;0;explorer.exe:unknown;事務;;;;余暇
エクセル;2013/05/22 14:04:05;2013/05/22 14:04:07;1;0;0;excel.exe:Microsoft Excel - 00_全体コンバージョン仕様書.xls;事務;;;;余暇
trac　;2013/05/22 14:04:07;2013/05/22 14:04:09;1;0;0;iexplore.exe:#3095 (一括書き出しでコンボボックスの入力と件数表示の動作を統一する) ? Solution - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:04:09;2013/05/22 14:04:10;1;0;0;iexplore.exe:diy个性?意相册/制作/定制/影楼相册/?志相册/?念册/宝宝相册-淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:04:10;2013/05/22 14:04:20;3;1;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:04:20;2013/05/22 14:04:21;1;0;0;iexplore.exe:diy个性?意相册/制作/定制/影楼相册/?志相册/?念册/宝宝相册-淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:04:21;2013/05/22 14:04:37;2;1;0;iexplore.exe:女人味个性?志送女友的生日礼物送老婆?意礼物影集相册?做定制 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:04:37;2013/05/22 14:04:45;1;0;0;iexplore.exe:??8x8寸?装画册 婚?相册 婚礼相册 ?婚影集制作 ?婚?念册-淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:04:45;2013/05/22 14:05:07;4;1;0;iexplore.exe:女人味个性?志送女友的生日礼物送老婆?意礼物影集相册?做定制 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:05:07;2013/05/22 14:05:13;1;0;0;iexplore.exe:首?-民星?代个性?志影像店-- 淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:05:13;2013/05/22 14:05:32;7;0;24;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:05:32;2013/05/22 14:05:39;1;0;13;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:05:39;2013/05/22 14:05:45;1;0;0;iexplore.exe:明星?代旗?店_淘宝搜索 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:05:45;2013/05/22 14:05:55;1;0;0;iexplore.exe:首?-民星?代个性?志影像店-- 淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:05:55;2013/05/22 14:06:04;2;0;7;iexplore.exe:明星?代旗?店_淘宝搜索 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:06:04;2013/05/22 14:06:24;1;0;0;iexplore.exe:民星?代旗?店_淘宝搜索 - Windows Internet Explorer;余暇;余暇;;;余暇
エクセル;2013/05/22 14:06:24;2013/05/22 14:08:48;1;0;0;excel.exe:Microsoft Excel - 00_全体コンバージョン仕様書.xls;余暇;;;;余暇
ブラウザ;2013/05/22 14:08:48;2013/05/22 14:08:55;2;0;0;iexplore.exe:民星?代旗?店_淘宝搜索 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:08:55;2013/05/22 14:08:56;0;0;0;iexplore.exe:首?-民星?代个性?志影像店-- 淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:08:56;2013/05/22 14:08:57;1;0;0;iexplore.exe:女人味个性?志送女友的生日礼物送老婆?意礼物影集相册?做定制 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 14:08:57;2013/05/22 14:08:59;2;0;0;iexplore.exe:diy个性?意相册/制作/定制/影楼相册/?志相册/?念册/宝宝相册-淘宝网 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 14:08:59;2013/05/22 14:09:01;1;0;0;iexplore.exe:民星?代旗?店_淘宝搜索 - Windows Internet Explorer;余暇;余暇;;;余暇
trac　;2013/05/22 14:09:01;2013/05/22 14:09:02;1;0;0;iexplore.exe:#3089 (パラグラフ対応後にフローチャートへ遷移できない場合がある) ? Solution - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 14:09:02;2013/05/22 14:09:04;2;0;0;explorer.exe:本社;文書作成・確認;;;;余暇
ファイル操作;2013/05/22 14:09:04;2013/05/22 14:09:05;1;0;0;explorer.exe:unknown;文書作成・確認;;;;余暇
エクセル;2013/05/22 14:09:05;2013/05/22 14:09:10;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;余暇
ファイル操作;2013/05/22 14:09:10;2013/05/22 14:09:13;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:09:13;2013/05/22 14:09:30;1;0;0;excel.exe:Microsoft Excel - 15_ＤＡＴＡ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:09:30;2013/05/22 14:09:33;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:09:33;2013/05/22 14:09:43;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:09:43;2013/05/22 14:10:05;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:10:05;2013/05/22 14:10:10;7;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:10:10;2013/05/22 14:10:26;2;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:26;2013/05/22 14:10:30;1;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:30;2013/05/22 14:10:33;0;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:33;2013/05/22 14:10:38;2;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:10:38;2013/05/22 14:10:51;6;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:10:51;2013/05/22 14:10:52;0;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:52;2013/05/22 14:10:53;1;0;2;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:53;2013/05/22 14:10:54;1;0;0;sakura.exe:sakura;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:54;2013/05/22 14:10:56;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:56;2013/05/22 14:10:58;1;0;0;sakura.exe:sakura;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:58;2013/05/22 14:10:59;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:10:59;2013/05/22 14:11:00;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:11:00;2013/05/22 14:11:06;3;0;4;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:11:06;2013/05/22 14:11:07;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:11:07;2013/05/22 14:11:08;1;0;2;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:11:08;2013/05/22 14:11:09;1;0;0;sakura.exe:sakura;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:11:09;2013/05/22 14:11:11;4;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:11:11;2013/05/22 14:11:17;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:11:17;2013/05/22 14:11:21;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:11:21;2013/05/22 14:14:31;10;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:14:54;2013/05/22 14:14:56;12;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:14:56;2013/05/22 14:15:08;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:15:08;2013/05/22 14:15:17;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV062.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:15:17;2013/05/22 14:15:18;0;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:15:18;2013/05/22 14:15:19;1;0;0;excel.exe:Microsoft Excel - 15_ＤＡＴＡ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:15:19;2013/05/22 14:15:20;1;0;0;explorer.exe:本社;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:15:20;2013/05/22 14:15:25;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:15:25;2013/05/22 14:15:26;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:15:26;2013/05/22 14:15:28;2;0;0;excel.exe:Microsoft Excel - 14_ＦＩＥＬＤ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:15:28;2013/05/22 14:15:31;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:15:31;2013/05/22 14:15:32;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
登録外;2013/05/22 14:15:32;2013/05/22 14:15:33;0;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLV025.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
登録外;2013/05/22 14:15:33;2013/05/22 14:15:35;1;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLV025.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
調査　;2013/05/22 14:15:35;2013/05/22 14:15:36;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:15:36;2013/05/22 14:15:42;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:15:42;2013/05/22 14:15:46;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:15:46;2013/05/22 14:15:59;1;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:15:59;2013/05/22 14:16:06;4;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:16:06;2013/05/22 14:16:07;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:16:07;2013/05/22 14:16:22;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:16:22;2013/05/22 14:16:25;2;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:16:25;2013/05/22 14:16:30;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:16:30;2013/05/22 14:16:37;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:16:37;2013/05/22 14:16:51;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:16:51;2013/05/22 14:17:11;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:17:11;2013/05/22 14:17:17;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:17:17;2013/05/22 14:17:21;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:17:21;2013/05/22 14:17:45;11;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:17:45;2013/05/22 14:17:53;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:17:53;2013/05/22 14:17:54;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:17:54;2013/05/22 14:17:59;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:17:59;2013/05/22 14:18:03;5;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:18:03;2013/05/22 14:18:04;0;0;4;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:18:04;2013/05/22 14:18:06;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:18:06;2013/05/22 14:18:09;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:18:09;2013/05/22 14:18:19;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:18:19;2013/05/22 14:18:26;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 14:18:26;2013/05/22 14:20:21;6;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:20:21;2013/05/22 14:20:23;1;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:20:23;2013/05/22 14:20:25;1;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:20:25;2013/05/22 14:20:33;5;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:20:33;2013/05/22 14:20:34;0;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:20:34;2013/05/22 14:20:35;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:20:35;2013/05/22 14:20:46;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:20:46;2013/05/22 14:20:47;1;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:20:47;2013/05/22 14:23:46;0;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:55:30;2013/05/22 14:55:37;0;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:55:37;2013/05/22 14:55:38;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:55:38;2013/05/22 14:55:40;3;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:55:40;2013/05/22 14:58:53;50;8;326;excel.exe:Microsoft Excel - FieldInfo_OGV1951_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 14:58:53;2013/05/22 14:58:54;1;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 14:58:54;2013/05/22 14:58:59;2;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 14:58:59;2013/05/22 14:59:00;0;0;0;sakura.exe:(無題) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:59:00;2013/05/22 14:59:03;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新（画面）\確認結果.txt - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:59:03;2013/05/22 14:59:23;0;0;70;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新（画面）\確認結果.txt(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:59:23;2013/05/22 14:59:25;1;1;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新（画面）\確認結果.txt - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:59:25;2013/05/22 14:59:26;0;0;0;sakura.exe:OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 14:59:26;2013/05/22 14:59:27;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 14:59:27;2013/05/22 14:59:41;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
trac　;2013/05/22 14:59:41;2013/05/22 14:59:44;1;0;0;iexplore.exe:#3089 (パラグラフ対応後にフローチャートへ遷移できない場合がある) ? Solution - Windows Internet Explorer;文書作成・確認;;;;文書作成・確認
ブラウザ;2013/05/22 14:59:44;2013/05/22 15:00:11;1;0;12;iexplore.exe:新しいタブ - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:11;2013/05/22 15:00:35;1;0;0;iexplore.exe:当当网?网上?物中心：??、母?、美?、家居、数?、家?、服装、鞋包等，正品低价，?到付款 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 15:00:35;2013/05/22 15:00:36;0;0;0;iexplore.exe:http://e.dangdang.com/ebook/listUserEbooks.do - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:36;2013/05/22 15:00:37;0;0;0;iexplore.exe:登? - 当当网 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:37;2013/05/22 15:00:49;5;0;10;iexplore.exe:登? - 当当网 - Windows Internet Explorer;余暇;;;;余暇
