タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
TaskPit;2013/05/22 09:04:31;2013/05/22 09:04:36;0;0;0;taskpit.exe:TaskPit;事務;事務;;;事務
ブラウザ;2013/05/22 09:04:37;2013/05/22 09:04:42;0;0;0;iexplore.exe:Windows Internet Explorer;余暇;;;;余暇
登録外;2013/05/22 09:04:42;2013/05/22 09:05:04;0;0;0;aliim.exe:阿里旺旺;余暇;余暇;;;余暇
登録外;2013/05/22 09:05:04;2013/05/22 09:05:17;1;0;0;aliim.exe:可儿18-阿里旺旺;余暇;余暇;;;余暇
ブラウザ;2013/05/22 09:05:17;2013/05/22 09:05:18;0;0;0;iexplore.exe:C:\Documents and Settings\luxiuhua.ACCES\スタート メニュー\プログラム\スタートアップ\Settings.xml - Windows Internet Explorer;余暇;;;;余暇
TaskPit;2013/05/22 09:05:18;2013/05/22 09:05:19;1;0;0;taskpit.exe:TaskPit;事務;事務;;;事務
ファイル操作;2013/05/22 09:05:19;2013/05/22 09:05:22;1;0;0;explorer.exe:スタート メニュー;事務;;;;事務
ファイル操作;2013/05/22 09:05:22;2013/05/22 09:05:23;0;0;0;explorer.exe:unknown;事務;;;;事務
ファイル操作;2013/05/22 09:05:23;2013/05/22 09:05:25;0;0;0;explorer.exe:エクスプローラ;事務;;;;事務
ファイル操作;2013/05/22 09:05:25;2013/05/22 09:05:54;3;0;0;explorer.exe:マイ ドキュメント;事務;;;;事務
ファイル操作;2013/05/22 09:05:54;2013/05/22 09:05:56;1;0;0;explorer.exe:スタート メニュー;事務;;;;事務
ファイル操作;2013/05/22 09:05:56;2013/05/22 09:06:03;0;0;0;explorer.exe:unknown;事務;;;;事務
登録外;2013/05/22 09:06:03;2013/05/22 09:06:31;2;0;0;msimn.exe:Outlook Express;事務;事務;;;事務
登録外;2013/05/22 09:06:31;2013/05/22 09:07:02;4;1;2;msimn.exe:加筑 - Outlook Express;事務;事務;;;事務
登録外;2013/05/22 09:07:02;2013/05/22 09:07:04;1;0;0;msimn.exe:李華山 - Outlook Express;事務;事務;;;事務
登録外;2013/05/22 09:07:04;2013/05/22 09:07:11;4;1;1;msimn.exe:滝沢 - Outlook Express;事務;事務;;;事務
登録外;2013/05/22 09:07:11;2013/05/22 09:07:40;6;1;1;msimn.exe:李華山 - Outlook Express;事務;事務;;;事務
ファイル操作;2013/05/22 09:07:40;2013/05/22 09:07:48;1;0;0;explorer.exe:スタート メニュー;事務;;;;事務
登録外;2013/05/22 09:07:48;2013/05/22 09:07:54;1;0;0;aliim.exe:?日焦点;余暇;余暇;;;余暇
登録外;2013/05/22 09:07:54;2013/05/22 09:07:58;1;0;0;msimn.exe:李華山 - Outlook Express;事務;事務;;;事務
ファイル操作;2013/05/22 09:07:59;2013/05/22 09:08:00;1;0;0;explorer.exe:マイ ドキュメント;事務;;;;事務
ファイル操作;2013/05/22 09:08:00;2013/05/22 09:08:15;0;0;0;explorer.exe:unknown;事務;;;;余暇
ブラウザ;2013/05/22 09:08:15;2013/05/22 09:08:36;2;0;0;firefox.exe:火狐主? - Mozilla Firefox;余暇;プログラミング;余暇;テスト;余暇
ブラウザ;2013/05/22 09:08:36;2013/05/22 09:08:43;1;0;0;firefox.exe:上海天气网 - Mozilla Firefox;余暇;プログラミング;余暇;テスト;余暇
ファイル操作;2013/05/22 09:08:43;2013/05/22 09:08:46;1;0;0;explorer.exe:unknown;事務;;;;余暇
ファイル操作;2013/05/22 09:08:46;2013/05/22 09:08:47;1;0;0;explorer.exe:スタート メニュー;事務;;;;余暇
ファイル操作;2013/05/22 09:08:47;2013/05/22 09:08:48;0;0;0;explorer.exe:unknown;事務;;;;余暇
ブラウザ;2013/05/22 09:08:48;2013/05/22 09:08:59;0;0;9;iexplore.exe:空白のページ - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 09:08:59;2013/05/22 09:09:45;2;0;0;iexplore.exe:淘宝网 - 淘！我喜? - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 09:09:45;2013/05/22 09:09:46;0;0;0;iexplore.exe:http://login.taobao.com/member/loginByIm.do?_input_charset=utf-8&uid=cntaobao可儿18&token=9266b19 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 09:09:46;2013/05/22 09:10:00;0;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 09:10:00;2013/05/22 09:10:06;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 09:10:06;2013/05/22 09:10:07;0;0;0;iexplore.exe:Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 09:10:07;2013/05/22 09:10:08;1;0;0;iexplore.exe:http://refund.taobao.com/view_refund_detail.htm?spm=a1z09.2.9.82.z1gMW0&bizOrderId=345426327200 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 09:10:08;2013/05/22 09:11:24;15;0;27;iexplore.exe:?家退? - Windows Internet Explorer;余暇;;;;余暇
登録外;2013/05/22 09:11:24;2013/05/22 09:11:30;1;0;0;aliim.exe:系?消息;余暇;余暇;;;余暇
ブラウザ;2013/05/22 09:11:30;2013/05/22 09:11:43;1;0;0;iexplore.exe:?速退款?情 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 09:11:43;2013/05/22 09:11:45;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 09:11:45;2013/05/22 09:11:59;1;0;0;explorer.exe:マイ ドキュメント;事務;;;;事務
登録外;2013/05/22 09:11:59;2013/05/22 09:12:01;1;0;0;msimn.exe:李華山 - Outlook Express;事務;事務;;;事務
ブラウザ;2013/05/22 09:12:01;2013/05/22 09:12:03;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;事務
ファイル操作;2013/05/22 09:12:03;2013/05/22 09:12:15;5;0;0;explorer.exe:マイ ドキュメント;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:12:15;2013/05/22 09:12:17;1;0;0;explorer.exe:開発三部;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:12:17;2013/05/22 09:13:35;7;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:13:35;2013/05/22 09:13:36;1;0;0;explorer.exe:参照フォルダ;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:13:36;2013/05/22 09:13:38;1;0;0;explorer.exe:30_20130412_変換サンプルソース_PSAM;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:13:38;2013/05/22 09:13:47;1;0;0;explorer.exe:最新;文書作成・確認;;;;事務
ファイル操作;2013/05/22 09:13:47;2013/05/22 09:13:49;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:13:49;2013/05/22 09:14:05;3;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:14:05;2013/05/22 09:14:16;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:14:16;2013/05/22 09:14:24;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:14:24;2013/05/22 09:14:27;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:14:27;2013/05/22 09:14:32;2;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:14:32;2013/05/22 09:14:36;1;0;0;explorer.exe:スタート メニュー;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:14:36;2013/05/22 09:14:37;0;0;0;sakura.exe:unknown;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:14:37;2013/05/22 09:14:39;2;0;0;sakura.exe:(無題) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:14:40;2013/05/22 09:15:00;5;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:15:00;2013/05/22 09:15:07;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:15:07;2013/05/22 09:19:06;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:30:10;2013/05/22 09:33:12;6;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:34:33;2013/05/22 09:34:34;7;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:34:34;2013/05/22 09:34:38;1;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
ブラウザ;2013/05/22 09:34:38;2013/05/22 09:34:40;1;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:34:40;2013/05/22 09:34:44;0;0;9;iexplore.exe:新しいタブ - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:34:44;2013/05/22 09:34:55;1;0;12;iexplore.exe:百度一下，?就知道 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:34:55;2013/05/22 09:35:00;0;0;0;iexplore.exe:酒?新?定_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:35:00;2013/05/22 09:35:18;3;2;17;iexplore.exe:酒?新?定_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:35:18;2013/05/22 09:35:32;2;1;0;iexplore.exe:酒? 五年内_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:35:32;2013/05/22 09:36:38;1;0;0;iexplore.exe:网?酒?一律拘役六个月五年内不得考?--上虞新?网 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:36:38;2013/05/22 09:37:33;1;0;0;iexplore.exe:酒?新?定-2013酒?新?定-?律网??(66law.cn) - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:37:33;2013/05/22 09:37:34;1;0;0;iexplore.exe:酒? 五年内_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ファイル操作;2013/05/22 09:37:34;2013/05/22 09:39:52;1;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:39:52;2013/05/22 09:39:55;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:39:55;2013/05/22 09:40:00;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:40:00;2013/05/22 09:41:20;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:41:20;2013/05/22 09:42:34;14;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:42:34;2013/05/22 09:42:37;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:42:37;2013/05/22 09:42:40;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:42:40;2013/05/22 09:42:49;5;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:42:49;2013/05/22 09:43:04;6;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:43:04;2013/05/22 09:43:15;5;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:43:15;2013/05/22 09:43:25;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:43:25;2013/05/22 09:45:00;0;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:45:00;2013/05/22 09:45:54;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:45:54;2013/05/22 09:46:49;9;0;30;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:46:49;2013/05/22 09:46:50;0;0;2;sakura.exe:(無題) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:46:50;2013/05/22 09:46:59;1;0;0;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:46:59;2013/05/22 09:47:00;0;0;0;sakura.exe:OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:47:00;2013/05/22 09:47:05;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:47:05;2013/05/22 09:47:32;9;0;5;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:47:32;2013/05/22 09:47:33;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:47:33;2013/05/22 09:48:08;4;0;15;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:48:08;2013/05/22 09:48:26;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:48:26;2013/05/22 09:48:27;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:48:27;2013/05/22 09:48:31;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:48:31;2013/05/22 09:49:35;6;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:49:35;2013/05/22 09:49:36;1;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:49:36;2013/05/22 09:49:37;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:49:37;2013/05/22 09:49:39;1;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:49:39;2013/05/22 09:49:59;3;1;1;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:49:59;2013/05/22 09:50:00;0;0;0;explorer.exe:複数ファイルの削除の確認;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:50:00;2013/05/22 09:51:50;1;0;0;explorer.exe:複数ファイルの削除の確認;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:51:50;2013/05/22 09:53:47;0;0;0;explorer.exe:削除しています...;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:53:47;2013/05/22 09:54:50;0;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:56:19;2013/05/22 09:56:20;1;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:56:20;2013/05/22 09:56:21;1;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:56:21;2013/05/22 09:56:24;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:24;2013/05/22 09:56:25;0;0;0;sakura.exe:unknown;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:25;2013/05/22 09:56:26;1;1;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:26;2013/05/22 09:56:29;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGT009 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:29;2013/05/22 09:56:30;0;1;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:30;2013/05/22 09:56:31;1;0;0;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:31;2013/05/22 09:56:32;1;0;0;sakura.exe:sakura;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 09:56:32;2013/05/22 09:56:35;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:56:35;2013/05/22 09:56:37;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGT009.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:56:37;2013/05/22 09:56:39;2;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:56:39;2013/05/22 09:56:41;1;0;0;explorer.exe:最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 09:56:41;2013/05/22 09:56:50;2;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:56:50;2013/05/22 09:56:53;3;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 09:56:53;2013/05/22 09:56:56;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:56:56;2013/05/22 09:57:01;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:57:01;2013/05/22 09:57:12;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 09:57:12;2013/05/22 09:57:18;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 09:57:18;2013/05/22 09:58:57;8;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
ブラウザ;2013/05/22 09:58:57;2013/05/22 09:59:17;1;0;36;iexplore.exe:酒? 五年内_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:59:17;2013/05/22 09:59:55;2;1;0;iexplore.exe:洋?? 教育孩子_百度搜索 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 09:59:55;2013/05/22 10:00:01;0;0;0;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 10:00:01;2013/05/22 10:02:56;0;0;0;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 10:04:06;2013/05/22 10:04:07;1;0;0;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;余暇;;;;文書作成・確認
調査　;2013/05/22 10:04:07;2013/05/22 10:04:09;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 10:04:09;2013/05/22 10:04:10;1;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:04:10;2013/05/22 10:05:02;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:05:02;2013/05/22 10:05:33;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:09:18;2013/05/22 10:09:22;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:09:22;2013/05/22 10:09:23;0;0;0;excel.exe:FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:09:23;2013/05/22 10:09:32;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:09:32;2013/05/22 10:09:52;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:09:52;2013/05/22 10:09:56;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 10:09:57;2013/05/22 10:09:58;1;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 10:09:58;2013/05/22 10:10:02;2;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 10:10:02;2013/05/22 10:10:09;3;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:10:09;2013/05/22 10:10:10;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:10:10;2013/05/22 10:10:12;1;0;0;excel.exe:Microsoft Excel - 08_ＦＩＥＬＤ文（固定表示定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 10:10:12;2013/05/22 10:10:14;3;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:10:14;2013/05/22 10:10:17;2;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:10:17;2013/05/22 10:10:22;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:10:22;2013/05/22 10:11:19;1;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 10:11:19;2013/05/22 10:11:21;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:11:21;2013/05/22 10:11:33;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:11:33;2013/05/22 10:11:50;2;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:11:50;2013/05/22 10:11:51;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:11:51;2013/05/22 10:11:54;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
